Name,Lean,Money,Frequency
Defending,C,1574555,1
Tea,C,1418695,1
Party,C,1418695,1
Are,C,1416772,1
Vital,C,1416772,1
Common,C,1342574,1
Sense,C,1342574,1
Progressive,C,1326826,1
Alliance,L,1215791,1
A,L,1215791,1
Minnesota,L,1215791,1
CE,L,1077013,1
Integrity,C,1047880,1
Sierra,L,1000575,1
Club,L,1000575,1
Cooperative,C,998481,1
Physicians,C,998481,1
York,C,981773,1
2014,C,981773,1
Alaska's,C,869562,1
Energy,C,869562,1
/,C,869562,1
Kansans,L,854831,1
Support,L,854831,1
Problem,L,854831,1
Solvers,L,854831,1
Southern,C,823724,1
Principles,C,794481,1
Now,C,714809,1
or,C,714809,1
Never,C,714809,1
Georgians,L,699999,1
Heartland,L,690250,1
Ethics,C,665115,1
NC,C,662933,1
Californians,L,662259,1
For,L,662259,1
Hometown,C,644727,1
Americas,C,636200,1
The,L,532445,1
Mobilization,L,532445,1
Draft,C,531788,1
Ben,C,531788,1
Carson,C,531788,1
President,C,531788,1
Unlocking,C,512394,1
Potential,C,512394,1
Special,C,457991,1
Operations,C,457991,1
Foundation,C,455040,1
Are,L,440666,1
Kentucky,L,440666,1
Families,L,411422,1
Hawaii,L,411422,1
West,C,409881,1
CREDO,L,400062,1
Mobile,L,400062,1
Character,C,389484,1
Counts,C,389484,1
Dental,X,385944,1
Building,L,353568,1
PA,L,353568,1
Pioneers,C,345289,1
Mine,L,335277,1
CounterPAC,X,333815,1
Faith,C,312023,1
Family,C,312023,1
Food,L,307981,1
Commercial,L,307981,1
Advcy,L,307981,1
Frontier,C,301938,1
Kansans,C,266154,1
Bold,C,256485,1
Agenda,C,256485,1
Lead,C,250784,1
Kick,L,248453,1
Warchest,C,234300,1
Center,X,230977,1
Forward,X,230977,1
Direct,X,219774,1
Selling,X,219774,1
Florida,C,218743,1
Georgia,C,216238,1
One,C,216238,1
US,C,215500,1
A,C,213500,1
Bright,C,213500,1
Space,L,204096,1
Harvest,C,192797,1
Commitment,C,191087,1
Choice,L,174156,1
in,L,174156,1
California,C,164229,1
Citizens,L,163500,1
Strength,L,163500,1
Security,L,163500,1
Honest,L,161089,1
West,L,161089,1
Virginians,L,161089,1
the,L,157714,1
AFGE,L,157714,1
Hunter,C,154559,1
Ninety,L,149855,1
Nine,L,149855,1
Percent,L,149855,1
Madison,C,147534,1
Voice,C,132826,1
Visionary,C,126000,1
Leaders,C,126000,1
Us,L,123354,1
Pure,C,123042,1
Can,C,120550,1
Do,C,120550,1
Washington's,C,120411,1
If,C,118055,1
He,C,118055,1
Votes,C,118055,1
Like,C,118055,1
That,C,118055,1
Salem,C,118055,1
Many,C,115912,1
True,C,115912,1
Massachusetts,L,114927,1
Next,C,106132,1
Generation,C,106132,1
Our,L,104500,1
Matter,L,104500,1
Supporting,C,89950,1
Cory,C,89950,1
Gardner,C,89950,1
Save,C,84447,1
Committee,C,83326,1
Big,C,83089,1
Sky,C,83089,1
Strikeforce,C,81294,1
Organization,C,80244,1
Marriage,C,80244,1
Prescription,C,78146,1
Blue,L,70910,1
Ensuring,C,70900,1
Congress,L,67045,1
Inland,C,66122,1
Empire,C,66122,1
Assn,C,66122,1
America's,L,65450,1
Retirees,L,65450,1
South,L,64925,1
Geaux,C,56894,1
All,C,55025,1
Morning,C,55000,1
Southern,L,53489,1
Progressives,L,53489,1
-,L,53000,1
Nosotros,L,53000,1
Votamos,L,53000,1
LetsAllVote.org,C,52390,1
Civic,L,48944,1
Principled,C,48508,1
Preserve,C,45000,1
Leadership,L,43823,1
Principles,L,43551,1
Winning,C,40064,1
Alabama,C,40000,1
Brighter,C,39780,1
Kansas,X,38068,1
Ag,X,38068,1
Communities,X,38068,1
Coalition,X,38068,1
Rescue,C,37000,1
Arizonans,C,36000,1
Concerned,C,35596,1
Voters,C,35596,1
Acting,C,33254,1
Together,C,33254,1
Trust,C,32925,1
In,C,32925,1
Small,C,32925,1
Business,C,32925,1
Middle,C,32250,1
Resolution,C,32250,1
CRA,C,28561,1
76,C,26646,1
Survey,C,23971,1
Citizens,X,22500,1
&,X,22500,1
Public,X,22500,1
Safety,X,22500,1
Proponents,X,22500,1
for,X,22500,1
Truth,X,22500,1
Montanans,C,22244,1
Limited,C,22244,1
Detroit,L,22000,1
Antelope,X,20620,1
Valley,X,20620,1
Taxpayers,X,20620,1
Connecticut,C,20000,1
Hawks,L,19035,1
Economy,C,17065,1
Courage,L,16511,1
Fight,C,16237,1
Tomorrow,C,16237,1
Bluegrass,L,16036,1
Rural,L,16036,1
Legal,C,15804,1
Immigration,C,15804,1
Restore,C,12310,1
Republic,C,12310,1
Alaska,C,11935,1
Coastal,C,11925,1
California,X,11000,1
Physician,X,11000,1
Groups,X,11000,1
Environmental,L,9121,1
Patients,C,9000,1
First,C,9000,1
Gem,C,8700,1
State,C,8700,1
Human,C,8388,1
Monstah,L,7847,1
Inc,C,7302,1
18-29,C,7000,1
CatholicVote.org,C,6836,1
Expenditure,L,6771,1
Service,C,6412,1
and,C,6412,1
Revive,C,6380,1
Polish,X,6305,1
Leadership,X,6305,1
PAC,X,6305,1
Wisconsin,C,6100,1
Deserve,C,5572,1
360,C,5000,1
FedUp,C,3900,1
Today,C,3900,1
Cowboy,C,3590,1
WV,C,3582,1
Atlas,C,3581,1
Sportsmen,C,3008,1
CleanSlateNow.org,X,2921,1
Jersey,C,2800,1
Pro-Life,C,2800,1
Coalition,C,2800,1
PolicyMatters,C,2401,1
Real,C,2118,1
Munoz,X,1540,1
Group,X,1540,1
Free,C,1024,1
Enterprise,C,1024,1
Initiative,C,1024,1
Thrive,L,606,1
North,C,430,1
Texas,C,134,1
Draft,L,121,1
Bernie,L,121,1
Utah,C,100,1
Human,L,50,1
Rights,L,50,1
Equality,L,50,1
